Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2127,unrelated,unrelated,unrelated,1.3646392e-07,6.638402e-08,1.9628291e-07,0.99999964
ISIL Beheads American Photojournalist in Iraq,1358,unrelated,unrelated,unrelated,1.7423465e-05,4.7697745e-06,1.7527342e-05,0.9999603
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,346,unrelated,unrelated,unrelated,3.800844e-06,1.0858728e-06,3.6050794e-06,0.99999154
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2281,agree,agree,discuss,0.32179412,0.012975688,0.6650196,0.00021063208
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",365,unrelated,unrelated,unrelated,3.2625567e-06,7.628521e-07,4.530091e-06,0.9999914
"Boko Haram agrees to ceasefire, release of school girls",1372,unrelated,unrelated,unrelated,1.9236388e-06,1.8217128e-06,2.7564683e-06,0.99999344
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,874,unrelated,unrelated,unrelated,4.9116315e-06,2.46405e-07,8.005821e-06,0.9999869
Weather Channel’s Mike Seidel was not caught with his pants down,205,unrelated,unrelated,unrelated,1.0219674e-05,6.4396517e-07,5.9982955e-05,0.9999292
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1303,unrelated,unrelated,unrelated,9.208319e-08,2.9973084e-08,3.1817592e-07,0.9999995
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",793,unrelated,unrelated,unrelated,6.2214465e-05,2.74973e-05,0.0004307796,0.9994796
Has Ebola infected Isis militants in Mosul?,1948,unrelated,unrelated,discuss,0.012134835,0.004173021,0.75959957,0.2240926
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",524,unrelated,unrelated,unrelated,7.4322344e-07,7.1027574e-07,1.159881e-06,0.9999974
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,666,agree,agree,discuss,0.48004812,0.004557668,0.5131271,0.002267121
Weatherman caught peeing live on camera,205,unrelated,unrelated,unrelated,0.0014786073,6.97545e-05,0.0062834877,0.9921681
US officials: Video shows American's execution,1372,unrelated,unrelated,unrelated,4.230717e-05,3.731706e-06,0.00012105652,0.99983287
James Foley remembered as 'brave and tireless' journalist,1336,agree,agree,discuss,0.13053828,0.0037410548,0.8056164,0.06010422
Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,1787,unrelated,unrelated,unrelated,1.9050634e-05,2.952593e-05,0.00028235395,0.9996691
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),1349,unrelated,unrelated,unrelated,4.626775e-07,1.0884639e-06,5.758507e-06,0.9999927
This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,530,unrelated,unrelated,unrelated,0.00078582723,0.000666983,0.0041466244,0.99440056
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1346,discuss,discuss,discuss,0.034927998,0.004933926,0.9567603,0.0033778397
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1372,unrelated,unrelated,unrelated,8.8478396e-07,8.8882985e-07,2.8688003e-06,0.99999535
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",2468,agree,agree,discuss,0.43922716,0.034276977,0.5195286,0.0069672693
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2412,discuss,discuss,unrelated,0.0041064755,0.011801351,0.037730508,0.9463617
New iOS 8 bug can delete all of your iCloud documents,1574,unrelated,unrelated,unrelated,7.677086e-06,1.924341e-06,3.9812435e-06,0.9999864
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1223,unrelated,unrelated,unrelated,9.162465e-06,3.0046338e-06,1.1532067e-06,0.99998665
Apple Watch won’t be the digital doctor it could have been,1788,discuss,discuss,discuss,0.0445825,0.0063674296,0.94877505,0.00027504814
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",2042,unrelated,unrelated,unrelated,2.1177425e-06,3.2568458e-08,1.7019252e-06,0.9999962
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,867,unrelated,unrelated,unrelated,9.982189e-07,4.2841588e-08,1.8838592e-06,0.999997
Apple’s next MacBook could be a 12-inch MacBook Air,480,unrelated,unrelated,unrelated,1.373741e-05,1.2500058e-06,6.967147e-06,0.99997807
Comcast Says You Can Keep Your Tor,1572,discuss,discuss,discuss,0.1846324,0.046173457,0.76821756,0.0009765746
Rumors of ISIS leader's death debunked,2343,unrelated,unrelated,unrelated,0.0001022172,7.1418913e-06,0.00020991177,0.99968076
Questions raised over Nicaragua 'meteorite',524,unrelated,unrelated,unrelated,4.9710412e-05,6.1150827e-06,0.00010162716,0.9998425
"Managua explosion not a meteorite, NASA suggests",816,unrelated,unrelated,unrelated,4.1599367e-05,1.946072e-06,0.00012084784,0.9998356
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1393,discuss,discuss,discuss,0.3527036,0.112071626,0.53464323,0.0005815256
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",529,unrelated,unrelated,unrelated,1.7997363e-05,3.7764878e-06,1.2387198e-05,0.9999658
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1010,unrelated,unrelated,unrelated,6.3741963e-06,7.062257e-06,3.2434914e-06,0.9999833
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,2328,unrelated,unrelated,unrelated,0.00026670494,0.000100836754,0.00040394446,0.9992285
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1400,unrelated,unrelated,unrelated,1.3749591e-06,4.515484e-07,1.0592809e-06,0.99999714
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",524,unrelated,unrelated,unrelated,2.5269524e-06,1.722742e-06,1.7213592e-06,0.99999404
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1864,discuss,discuss,agree,0.6518229,0.05558245,0.29234666,0.00024794697
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2523,unrelated,unrelated,unrelated,2.3465946e-05,3.605899e-06,6.299295e-05,0.9999099
US Marine survives headshot from Taliban (video),1934,unrelated,unrelated,unrelated,0.00015709917,9.081279e-06,0.00047512192,0.9993587
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2075,discuss,discuss,discuss,0.059353743,0.006703777,0.9338819,6.054544e-05
Saudi cleric issues fatwa on snowmen,1950,unrelated,unrelated,unrelated,1.49268735e-05,1.1130801e-06,4.0904764e-05,0.999943
ISIL Beheads American Photojournalist in Iraq,205,agree,agree,discuss,0.20407291,0.0003360591,0.666026,0.12956502
Report: Christian Bale Just Bailed on the Steve Jobs Movie,454,agree,agree,agree,0.7720827,0.080639824,0.14715984,0.0001176576
CNN audio: Is this the moment Michael Brown was shot?,1715,discuss,discuss,discuss,0.14086269,0.005499275,0.8536286,9.444422e-06
ISIS Militants Allegedly Contracted Ebola,704,unrelated,unrelated,unrelated,1.2640208e-05,1.011008e-06,1.8084296e-05,0.9999683
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,431,unrelated,unrelated,unrelated,1.7485135e-06,8.846157e-07,1.3878312e-06,0.99999595
Isis claims to behead US journalist,991,discuss,discuss,discuss,0.16645278,0.0015003197,0.831276,0.000770926
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',756,agree,agree,discuss,0.19182381,0.009392219,0.7984639,0.00032008224
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,431,unrelated,unrelated,unrelated,1.0919948e-06,6.027595e-07,9.456404e-07,0.9999974
Lebanon confirms holding ISIS chief’s kin,2268,discuss,discuss,unrelated,0.0037946634,0.0062912656,0.4444421,0.54547197
Amazon is opening its first physical store,1369,unrelated,unrelated,unrelated,1.0674568e-05,6.599755e-07,6.23598e-05,0.9999263
Christian Bale won't play Steve Jobs,1406,unrelated,unrelated,unrelated,1.7220364e-05,1.8816269e-06,7.926706e-06,0.99997294
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,1651,unrelated,unrelated,unrelated,5.5096654e-05,1.16712e-05,6.8884685e-05,0.99986434
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,450,unrelated,unrelated,unrelated,5.0184976e-06,4.7045904e-07,5.7354105e-06,0.9999888
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",989,unrelated,unrelated,unrelated,4.727395e-06,1.9854685e-06,6.4281717e-06,0.9999869
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,524,unrelated,unrelated,unrelated,6.577616e-06,2.7951003e-06,4.993375e-06,0.9999856
Mystery woman behind the 'richest hands on the internet' revealed: Former pornstar 'makes $5m a year unwrapping Disney toys on YouTube',29,unrelated,unrelated,unrelated,0.00046007655,0.00024062852,0.00046683056,0.9988325
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1182,agree,agree,discuss,0.13954587,0.0026171445,0.8578309,6.1479673e-06
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2070,unrelated,unrelated,unrelated,2.788486e-06,3.2814825e-07,6.833795e-06,0.9999901
Islamic State using 'SCORPION bombs' to terrorise victims,730,unrelated,unrelated,unrelated,0.028172312,0.02623559,0.36638156,0.5792106
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,1948,unrelated,unrelated,unrelated,0.000113613016,2.295454e-05,0.0019034087,0.99796
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",1349,unrelated,unrelated,unrelated,8.490398e-05,0.00018362081,0.002069517,0.99766195
GCPD Solved Stolen Batmobile Case?,1177,discuss,discuss,discuss,0.1714291,0.0095724035,0.8107802,0.008218252
Reports say North Korea's Kim insists on being the only Jong Un,1572,unrelated,unrelated,unrelated,1.8683031e-05,9.310888e-06,3.6122485e-05,0.99993587
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1848,unrelated,unrelated,unrelated,6.1291976e-06,1.0511598e-05,7.77109e-06,0.99997556
Senator: Detainees swapped for Bergdahl have contacted militants,2159,discuss,discuss,discuss,0.032657012,0.0033807405,0.960385,0.0035771609
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,1012,unrelated,unrelated,unrelated,1.84197e-07,8.987804e-08,3.350386e-07,0.9999994
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1406,unrelated,unrelated,unrelated,1.6939031e-05,1.636566e-05,3.112785e-05,0.9999355
Meteorite strike in Nicaragua puzzles experts,731,unrelated,unrelated,unrelated,0.00025132435,0.00040068745,0.0018066488,0.9975413
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,704,unrelated,unrelated,unrelated,2.672829e-06,3.5494887e-07,3.2030052e-06,0.9999938
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",214,unrelated,unrelated,unrelated,2.0589685e-05,2.9745167e-06,1.6840973e-05,0.9999596
Rumors of ISIS leader's death debunked,1222,unrelated,unrelated,unrelated,1.0127624e-05,3.6652247e-07,1.21887815e-05,0.99997735
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,2272,unrelated,unrelated,unrelated,2.7483704e-05,1.0278194e-06,0.00020458104,0.9997669
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1234,unrelated,unrelated,unrelated,1.6946518e-05,1.3333913e-05,2.045322e-05,0.9999492
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",1375,agree,agree,agree,0.9260385,0.0010182669,0.07286872,7.449164e-05
Senator: Detainees swapped for Bergdahl have contacted militants,34,unrelated,unrelated,unrelated,0.003969752,5.735892e-05,0.0011885249,0.9947844
What This Homeless Guy Did With $100 Completely Stunned The Man Who Gave It To Him,2240,unrelated,unrelated,unrelated,5.133661e-06,3.310311e-06,1.0780065e-05,0.9999808
Hunt for 'cruel' owner who abandoned dog at train station,1012,unrelated,unrelated,unrelated,2.5299357e-06,4.3584635e-07,1.8385691e-06,0.99999523
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2303,unrelated,unrelated,unrelated,7.9317415e-06,4.732245e-06,2.8861268e-05,0.9999585
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,1349,unrelated,unrelated,unrelated,0.00020478365,0.00035640388,0.0054682638,0.9939705
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),1029,unrelated,unrelated,unrelated,3.7163675e-06,2.5081104e-06,4.398291e-06,0.9999894
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),2523,unrelated,unrelated,unrelated,8.5619904e-05,2.922813e-05,0.0001357587,0.99974936
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",2506,discuss,discuss,discuss,0.11838819,0.006629122,0.8749628,1.985887e-05
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1837,unrelated,unrelated,unrelated,3.1868694e-07,4.552307e-07,2.8496806e-06,0.9999964
"Islamic State leader's family detained by Lebanon, officials say",2042,unrelated,unrelated,unrelated,8.311379e-06,2.335314e-07,7.0840592e-06,0.9999844
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",2024,agree,agree,disagree,0.26416624,0.580827,0.15410297,0.00090378715
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1372,unrelated,unrelated,unrelated,1.4229677e-06,2.1573167e-06,3.3598344e-06,0.9999931
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,874,unrelated,unrelated,unrelated,3.2825867e-06,6.779339e-07,5.6495487e-06,0.99999034
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2302,unrelated,unrelated,unrelated,0.00045921697,0.00029648314,0.0010930487,0.99815124
Soldier shot near Canadian parliament building,2070,unrelated,unrelated,unrelated,1.8877433e-06,5.0416185e-07,3.6313677e-06,0.9999939
"Pizza delivery man gets $2,000 tip",359,unrelated,unrelated,unrelated,0.004928201,0.0006528451,0.005023836,0.9893951
Islamic State claims to have beheaded American journalist,1574,unrelated,unrelated,unrelated,4.993404e-06,1.9349357e-06,1.6577789e-06,0.9999914
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",2022,unrelated,unrelated,unrelated,6.2200834e-06,3.4213897e-08,3.369172e-06,0.99999034
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2067,agree,agree,discuss,0.08310771,0.010411876,0.9034994,0.0029810362
"North Korean leader Kim Jong Un had ankle surgery, report says",1837,unrelated,unrelated,unrelated,6.708664e-07,1.1747121e-06,7.517759e-06,0.9999906
ISIS leader ‘killed’ in US airstrikes,731,discuss,discuss,discuss,0.23286195,0.0056980667,0.7614091,3.084214e-05
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,205,unrelated,unrelated,unrelated,1.1294569e-06,1.2849121e-07,5.792166e-06,0.99999297
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",979,unrelated,unrelated,unrelated,2.0170019e-06,1.5722663e-06,2.2587087e-06,0.99999416
Video: Marine saved by helmet after Taliban sniper attack,860,unrelated,unrelated,unrelated,2.5895155e-05,2.3177317e-05,7.969324e-06,0.9999429
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,824,agree,agree,agree,0.81600904,0.027383886,0.15658353,2.3582577e-05
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1950,unrelated,unrelated,unrelated,5.3220683e-06,1.6217072e-07,1.6802696e-05,0.9999777
"Bosnia: Seven underage girls return from five day school trip, pregnant",1408,unrelated,unrelated,unrelated,1.6787048e-06,3.4410575e-06,3.188683e-06,0.99999166
Popular 'Banksy' Instagram account offers powerful message of perseverance after Paris attack,730,unrelated,unrelated,unrelated,4.0283603e-06,3.3624651e-06,7.3876e-06,0.9999852
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,530,unrelated,unrelated,unrelated,9.964688e-06,3.6641086e-06,5.568542e-05,0.99993074
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1406,unrelated,unrelated,unrelated,6.3316926e-05,3.50518e-05,2.7005533e-05,0.9998746
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,816,unrelated,unrelated,unrelated,9.765647e-06,2.5844437e-07,4.9645292e-05,0.9999403
Report: NYPD to stop arresting people for minor marijuana offenses,1954,unrelated,unrelated,unrelated,1.0191852e-05,2.778162e-06,1.540774e-05,0.9999716
